"","x"
"150",1162.7562515974
"151",1162.57157568324
"152",1162.38689976907
"153",1161.93675222828
"154",1161.83287202656
"155",1161.19804857161
"156",1160.08999308659
"157",1159.98611288487
"158",1159.90531717242
"159",1159.72064125826
"160",1159.61676105653
"161",1159.2474092282
"162",1158.98193760158
"163",1158.87805739986
"164",1158.61258577324
"165",1158.42790985907
"166",1157.87388211657
"167",1157.50490872248
"168",1156.76822338181
"169",1156.29628433544
"170",1156.03153804113
"171",1155.9279416651
"172",1155.74377032993
"173",1155.55959899476
"174",1155.3754276596
"175",1155.19125632443
"176",1155.00708498926
"177",1154.92651003012
"178",1154.82291365409
"179",1154.45457098375
"180",1154.08622831342
"181",1154.00565335428
"182",1153.90205697825
"183",1153.82148201911
"184",1153.16464630526
"185",1152.79529447692
"186",1151.9757951078
"187",1151.87191490608
"188",1151.79111919363
"189",1151.1332112494
"190",1150.94853533524
"191",1150.68306370862
"192",1150.20983167856
"193",1150.02515576439
"194",1149.84047985022
"195",1149.75968413777
"196",1149.5750082236
"197",1149.20565639527
"198",1149.10177619355
"199",1148.73242436521
"200",1148.65162865276
"201",1148.54774845104
"202",1148.1783966227
"203",1147.54357316775
"204",1147.35889725358
"205",1147.25501705186
"206",1147.17422133941
"207",1146.88566522352
"208",1146.80486951107
"209",1146.6201935969
"210",1146.43551768274
"211",1146.33163748102
"212",1146.25084176857
"213",1145.96228565268
"214",1145.32746219772
"215",1145.03890608183
"216",1144.95811036938
"217",1144.85423016767
"218",1144.77343445522
"219",1144.6695542535
"220",1144.58875854105
"221",1143.85005488437
"222",1143.6653789702
"223",1143.37682285431
"224",1143.19214694015
"225",1143.00747102598
"226",1142.92667531353
"227",1142.82279511181
"228",1142.74199939936
"229",1142.63811919764
"230",1142.46498552811
"231",1142.45344328347
"232",1142.37264757102
"233",1142.36110532639
"234",1142.00329574268
"235",1141.89941554096
"236",1141.81861982852
"237",1141.80707758388
"238",1141.53006371263
"239",1141.44926800018
"240",1141.43772575554
"241",1141.16071188429
"242",1141.0683739272
"243",1140.97603597012
"244",1140.89524025767
"245",1140.88369801304
"246",1140.71078509682
"247",1140.69927438837
"248",1140.60718872078
"249",1140.52661376165
"250",1140.42301738561
"251",1140.33093171803
"252",1140.05467471528
"253",1139.97409975614
"254",1139.78992842097
"255",1139.42158575064
"256",1139.23741441547
"257",1139.14532874788
"258",1139.13381803944
"259",1139.0532430803
"260",1138.86907174513
"261",1138.85756103668
"262",1138.67338970152
"263",1138.59281474238
"264",1138.58130403393
"265",1138.40864340721
"266",1138.39713269876
"267",1138.21296136359
"268",1138.13238640446
"269",1138.12087569601
"270",1137.94821506929
"271",1137.93670436084
"272",1137.85612940171
"273",1137.76404373412
"274",1137.57987239895
"275",1137.56836169051
"276",1137.48778673137
"277",1137.47627602292
"278",1137.29210468775
"279",1137.20001902017
"280",1137.11944406103
"281",1137.10793335258
"282",1136.84318705828
"283",1136.83167634983
"284",1136.65901572311
"285",1136.64750501466
"286",1136.5553562747
"287",1136.38222260517
"288",1136.28988464809
"289",1136.27834240345
"290",1136.197546691
"291",1136.10520873392
"292",1136.09366648928
"293",1134.9971532489
"294",1134.90481529182
"295",1134.8009350901
"296",1134.70859713302
"297",1134.62780142057
"298",1134.52392121885
"299",1134.4431255064
"300",1134.43158326176
"301",1134.33924530468
"302",1134.16611163514
"303",1134.15456939051
"304",1134.07377367806
"305",1133.70442184972
"306",1133.51974593555
"307",1133.33507002139
"308",1133.2427320643
"309",1133.15039410722
"310",1133.13885186258
"311",1133.05805615013
"312",1132.96571819305
"313",1132.95417594841
"314",1132.86183799133
"315",1132.76950003424
"316",1132.49248616299
"317",1132.22701453637
"318",1132.21547229174
"319",1132.13467657929
"320",1132.0423386222
"321",1131.93845842048
"322",1131.76532475095
"323",1131.58064883678
"324",1130.83040293547
"325",1130.73806497839
"326",1130.46105110713
"327",1130.38025539468
"328",1130.36871315005
"329",1130.27637519296
"330",1130.19557948052
"331",1129.91856560926
"332",1129.90702336463
"333",1128.99518603842
"334",1128.81051012425
"335",1128.70662992253
"336",1128.52195400836
"337",1128.33727809419
"338",1127.59857443752
"339",1127.3331028109
"340",1126.96375098256
"341",1126.77907506839
"342",1126.4905189525
"343",1126.1327093688
"344",1125.94803345463
"345",1125.76335754046
"346",1125.39400571213
"347",1125.10544959624
"348",1124.83997796962
"349",1123.91666147115
"350",1123.81306509512
"351",1123.73249013598
"352",1123.62889375995
"353",1123.07637975445
"354",1122.81163346014
"355",1122.80012275169
"356",1121.33826277879
"357",1121.05049506759
"358",1120.96992010846
"359",1120.86632373243
"360",1120.78574877329
"361",1120.49798106209
"362",1120.31380972692
"363",1120.23323476778
"364",1120.12963839175
"365",1119.86489209745
"366",1119.76129572141
"367",1119.57671441581
"368",1119.31124278919
"369",1119.20736258747
"370",1118.57253913252
"371",1118.01851139001
"372",1117.91463118829
"373",1117.54527935995
"374",1117.4644836475
"375",1117.36060344578
"376",1117.27980773333
"377",1116.0678720466
"378",1114.95981656159
"379",1114.40578881908
"380",1113.9556412783
"381",1113.85176107658
"382",1113.77096536413
"383",1113.1130574199
"384",1113.03226170745
"385",1112.92838150573
"386",1112.74370559156
"387",1112.66290987911
"388",1112.55902967739
"389",1112.29355805078
"390",1112.10888213661
"391",1112.00500193489
"392",1111.73953030827
"393",1111.63565010655
"394",1111.5548543941
"395",1111.45097419238
"396",1110.81615073743
"397",1109.97356687903
"398",1109.78889096486
"399",1109.70809525241
"400",1109.23486322236
"401",1109.15406750991
"402",1108.96939159574
"403",1108.86551139402
"404",1108.78471568157
"405",1108.68083547985
"406",1108.49615956568
"407",1108.41536385323
"408",1108.31148365151
"409",1108.12680773734
"410",1106.38585250481
"411",1105.72974212328
"412",1105.46499582897
"413",1105.17722811777
"414",1104.80888544743
"415",1104.7283104883
"416",1104.35996781796
"417",1103.99162514763
"418",1103.62328247729
"419",1103.43911114212
"420",1102.59807255691
"421",1101.77857318779
"422",1101.12066524356
"423",1100.85519361695
"424",1100.67051770278
"425",1100.38196158689
"426",1100.19728567272
"427",1100.11648996027
"428",1100.01260975855
"429",1099.64325793021
"430",1099.56246221776
"431",1099.45858201604
"432",1099.27390610187
"433",1099.08923018771
"434",1099.00843447526
"435",1098.90455427354
"436",1098.16585061686
"437",1097.98117470269
"438",1097.79649878852
"439",1097.71570307608
"440",1097.34635124774
"441",1097.05779513185
"442",1096.9769994194
"443",1096.87311921768
"444",1096.79232350523
"445",1096.42297167689
"446",1096.23829576273
"447",1096.13441556101
"448",1095.94973964684
"449",1095.86894393439
"450",1095.5803878185
"451",1095.13024027771
"452",1095.02636007599
"453",1094.94556436354
"454",1094.57621253521
"455",1094.20686070687
"456",1094.0221847927
"457",1093.09880522185
"458",1092.6255731918
"459",1091.88686953512
"460",1091.80607382267
"461",1091.70219362095
"462",1091.43672199434
"463",1091.33284179262
"464",1084.93843826452
"465",1084.61525541473
"466",1084.14202338467
"467",1083.9573474705
"468",1083.77267155633
"469",1083.58799564216
"470",1083.50719992971
"471",1083.32252401554
"472",1083.13784810138
"473",1082.76849627304
"474",1082.58382035887
"475",1082.47994015715
"476",1082.11058832881
"477",1082.02979261636
"478",1081.92591241464
"479",1081.84511670219
"480",1081.66044078802
"481",1081.37188467214
"482",1081.18720875797
"483",1080.92173713135
"484",1080.73706121718
"485",1080.55238530301
"486",1080.26382918712
"487",1080.07915327295
"488",1079.81368164634
"489",1079.70980144462
"490",1079.34044961628
"491",1078.70562616132
"492",1078.6017459596
"493",1078.52095024715
"494",1078.33627433299
"495",1078.23239413127
"496",1078.15159841882
"497",1077.78224659048
"498",1077.67836638876
"499",1077.22821884797
"500",1076.93966273208
"501",1076.75498681792
"502",1076.67419110547
"503",1076.38563498958
"504",1076.20095907541
"505",1076.01628316124
"506",1075.27757950457
"507",1075.01210787795
"508",1074.90822767623
"509",1074.82743196378
"510",1074.72355176206
"511",1074.53887584789
"512",1074.35419993372
"513",1074.27340422127
"514",1074.0887283071
"515",1073.98484810538
"516",1073.61549627705
"517",1073.5347005646
"518",1072.69400887745
"519",1072.61343391832
"520",1072.14149487195
"521",1071.50840590731
"522",1071.40480953128
"523",1071.22063819611
"524",1071.14006323697
"525",1071.12855252852
"526",1071.03646686094
"527",1070.9558919018
"528",1070.76020985819
"529",1070.6681241906
"530",1070.48395285543
"531",1070.4033778963
"532",1070.21920656113
"533",1070.03503522596
"534",1069.66669255562
"535",1069.29834988529
"536",1069.19475350925
"537",1068.74466904084
"538",1068.08676109662
"539",1068.00596538417
"540",1067.82128947
"541",1067.16338152577
"542",1067.08258581332
"543",1066.9787056116
"544",1066.89790989915
"545",1066.79402969744
"546",1066.71323398499
"547",1066.60935378327
"548",1066.4246778691
"549",1066.34388215665
"550",1066.33233991201
"551",1066.24000195493
"552",1066.15920624248
"553",1066.05532604076
"554",1065.97453032831
"555",1065.78985441414
"556",1065.60517849997
"557",1065.50129829825
"558",1065.31662238408
"559",1065.13194646992
"560",1064.57791872741
"561",1064.49712301496
"562",1064.39324281324
"563",1063.83921507073
"564",1063.75841935829
"565",1063.65453915657
"566",1063.57374344412
"567",1063.38906752995
"568",1063.20439161578
"569",1062.91583549989
"570",1062.83503978744
"571",1062.65036387327
"572",1062.54648367155
"573",1062.36180775738
"574",1062.28101204493
"575",1062.09633613077
"576",1061.9116602166
"577",1061.80778001488
"578",1061.72698430243
"579",1061.62310410071
"580",1061.43842818654
"581",1061.35763247409
"582",1061.17295655992
"583",1061.0690763582
"584",1060.88440044403
"585",1060.5150486157
"586",1060.43425290325
"587",1060.33037270153
"588",1060.24957698908
"589",1059.77634495902
"590",1059.40699313068
"591",1059.22231721651
"592",1059.03764130235
"593",1058.58749376156
"594",1058.29893764567
"595",1058.21814193322
"596",1057.92958581733
"597",1057.84879010488
"598",1057.74490990316
"599",1057.37555807483
"600",1057.11008644821
"601",1057.00620624649
"602",1056.82153033232
"603",1056.37182429816
"604",1056.26822792213
"605",1056.00348162782
"606",1055.81931029265
"607",1055.80779958421
"608",1055.53154258145
"609",1055.34737124628
"610",1055.16319991112
"611",1054.71428228164
"612",1054.70277157319
"613",1054.61068590561
"614",1054.53011094647
"615",1054.51860023803
"616",1054.42651457044
"617",1054.24234323527
"618",1054.05817190011
"619",1053.87400056494
"620",1053.7934256058
"621",1053.78191489735
"622",1053.68982922977
"623",1053.60925427063
"624",1053.5056578946
"625",1053.42508293547
"626",1053.2409116003
"627",1053.13731522426
"628",1052.87256892996
"629",1052.76897255393
"630",1052.68839759479
"631",1052.67688688634
"632",1052.58480121876
"633",1052.40062988359
"634",1052.32005492445
"635",1052.21617472273
"636",1051.95070309612
"637",1051.8468228944
"638",1051.66214698023
"639",1051.29279515189
"640",1051.02732352527
"641",1050.92344332355
"642",1050.55409149522
"643",1050.36941558105
"644",1050.2886198686
"645",1050.10394395443
"646",1050.09240170979
"647",1050.00006375271
"648",1049.90772579562
"649",1049.81538783854
"650",1049.54991621192
"651",1049.53837396729
"652",1049.4460360102
"653",1049.35369805312
"654",1049.07668418186
"655",1048.99588846942
"656",1048.81121255525
