"","x"
"165",1238.83063120409
"166",1238.75938922694
"167",1238.61690527262
"168",1238.4744213183
"169",1238.40317934114
"170",1238.04696945535
"171",1237.6195175924
"172",1237.54827561524
"173",1237.2633077066
"174",1237.12082375229
"175",1237.04958177513
"176",1236.97833979797
"177",1236.90709782081
"178",1236.62212991218
"179",1236.55088793502
"180",1236.4084039807
"181",1236.33716200354
"182",1236.26592002638
"183",1236.19467804922
"184",1235.98095211775
"185",1235.83846816343
"186",1235.5535002548
"187",1235.41101630048
"188",1234.98465934496
"189",1234.41628072938
"190",1233.7058074599
"191",1233.42161815211
"192",1233.13742884432
"193",1232.99533419042
"194",1232.85323953653
"195",1232.14276626705
"196",1231.71533873537
"197",1231.57285478106
"198",1231.1454029181
"199",1230.93167698663
"200",1230.78919303231
"201",1230.71795105515
"202",1230.57546710083
"203",1230.50422512368
"204",1230.36174116936
"205",1230.2904991922
"206",1230.21925721504
"207",1230.14801523788
"208",1230.00553128357
"209",1229.93428930641
"210",1229.86304732925
"211",1229.72056337493
"212",1229.64932139777
"213",1229.57807942061
"214",1229.50683744346
"215",1229.4355954663
"216",1229.36435348914
"217",1229.29311151198
"218",1229.22186953482
"219",1229.0793855805
"220",1229.00814360334
"221",1228.93690162619
"222",1228.79441767187
"223",1228.72317569471
"224",1228.36696580892
"225",1228.08199790028
"226",1228.01075592312
"227",1227.79702999165
"228",1227.58330406017
"229",1227.51206208301
"230",1227.44082010585
"231",1227.3695781287
"232",1227.29833615154
"233",1227.15585219722
"234",1227.08461022006
"235",1226.94212626574
"236",1226.72840033427
"237",1226.65715835711
"238",1226.58591637995
"239",1226.44343242563
"240",1226.37219044847
"241",1226.08722253984
"242",1225.87349660836
"243",1225.8022546312
"244",1225.65977067689
"245",1225.51728672257
"246",1224.9473509053
"247",1224.73362497383
"248",1224.66238299667
"249",1224.51989904235
"250",1224.44865706519
"251",1224.37741508803
"252",1224.23493113371
"253",1223.94996322508
"254",1223.87872124792
"255",1223.66499531645
"256",1223.59375333929
"257",1223.45126938497
"258",1223.23754345349
"259",1223.16630147633
"260",1223.09505949918
"261",1223.02381752202
"262",1222.95257554486
"263",1222.81009159054
"264",1222.66760763622
"265",1222.52512368191
"266",1222.45388170475
"267",1222.38263972759
"268",1222.31159240064
"269",1222.24054507369
"270",1222.16949774675
"271",1222.0984504198
"272",1221.9563557659
"273",1221.88530843896
"274",1221.81426111201
"275",1221.67216645811
"276",1221.53007180422
"277",1221.38797715032
"278",1221.31692982337
"279",1221.24588249642
"280",1220.89064586169
"281",1220.81959853474
"282",1220.74855120779
"283",1220.67750388084
"284",1220.53540922695
"285",1220.4643619
"286",1220.25121991915
"287",1220.18017259221
"288",1220.10912526526
"289",1220.03807793831
"290",1219.96703061136
"291",1219.82493595747
"292",1219.75388863052
"293",1219.61179397662
"294",1219.39865199578
"295",1219.04317204828
"296",1218.97193007112
"297",1218.68696216248
"298",1218.54447820817
"299",1218.40199425385
"300",1218.25951029953
"301",1218.18826832237
"302",1218.11702634522
"303",1217.9745423909
"304",1217.83205843658
"305",1217.54709052795
"306",1217.26212261931
"307",1217.19088064215
"308",1217.11963866499
"309",1217.04839668784
"310",1216.97715471068
"311",1216.90591273352
"312",1216.7634287792
"313",1216.69218680204
"314",1216.62094482488
"315",1216.47846087057
"316",1216.40721889341
"317",1216.33597691625
"318",1216.26473493909
"319",1216.19349296193
"320",1216.12225098477
"321",1215.9085250533
"322",1215.83728307614
"323",1215.69479912182
"324",1215.5523151675
"325",1215.40983121319
"326",1215.19610528171
"327",1215.05362132739
"328",1214.98237935023
"329",1214.83989539592
"330",1214.55492748728
"331",1214.48368551012
"332",1214.34120155581
"333",1214.26995957865
"334",1214.19871760149
"335",1214.12747562433
"336",1213.98499167001
"337",1213.91374969285
"338",1213.8425077157
"339",1213.77126573854
"340",1213.70002376138
"341",1213.62878178422
"342",1213.55753980706
"343",1213.4862978299
"344",1213.34381387559
"345",1213.20132992127
"346",1213.13008794411
"347",1213.05884596695
"348",1212.91636201263
"349",1212.70263608116
"350",1212.56015212684
"351",1212.48891014968
"352",1212.41766817252
"353",1212.27518421821
"354",1212.13270026389
"355",1212.06145828673
"356",1211.99021630957
"357",1211.91897433241
"358",1211.77649037809
"359",1211.70524840094
"360",1211.56276444662
"361",1211.49152246946
"362",1211.13531258367
"363",1210.99282862935
"364",1210.92158665219
"365",1210.85034467503
"366",1210.63661874356
"367",1210.5653767664
"368",1210.49413478924
"369",1210.42289281208
"370",1210.35165083492
"371",1210.28040885776
"372",1210.06668292629
"373",1209.99544094913
"374",1209.85295699481
"375",1209.78171501765
"376",1209.63923106334
"377",1209.42550513186
"378",1209.35433614853
"379",1209.21224149463
"380",1209.14119416769
"381",1209.07014684074
"382",1208.92805218684
"383",1208.714910206
"384",1208.5728155521
"385",1208.35967357126
"386",1208.14653159042
"387",1208.07548426347
"388",1208.00443693652
"389",1207.93338960957
"390",1207.86234228263
"391",1207.72024762873
"392",1207.57815297483
"393",1207.50710564789
"394",1207.43605832094
"395",1207.36501099399
"396",1207.29396366704
"397",1207.15186901315
"398",1207.0808216862
"399",1207.00977435925
"400",1206.79663237841
"401",1206.72558505146
"402",1206.65453772451
"403",1206.58349039756
"404",1206.29930108977
"405",1206.15720643588
"406",1206.08603745255
"407",1206.01479547539
"408",1205.87231152107
"409",1205.72982756675
"410",1205.44485965812
"411",1205.15989174949
"412",1205.08864977233
"413",1204.58995593222
"414",1204.4474719779
"415",1204.37623000074
"416",1204.30498802358
"417",1204.09126209211
"418",1204.02002011495
"419",1203.94877813779
"420",1203.87753616063
"421",1203.80629418347
"422",1203.73505220631
"423",1203.66381022915
"424",1203.59256825199
"425",1203.37884232052
"426",1203.30760034336
