Year,Month,Temperature_2m,Skin_Temperature,Total_Precipitation
1990,1,256.9173665004019,250.59041352648688,138526.5439132197
1990,2,257.7388786881093,251.7063808557412,61824.32228842069
1990,3,261.6106508610078,257.76847175944715,193615.4571736697
1990,4,266.1072804790483,264.7566720069305,310981.87028203433
1990,5,272.5664738472357,270.8643111670823,377781.33891054825
1990,6,277.27001936858255,275.13710291042094,203951.2013176526
1990,7,277.3445183858678,282.301310279622,706541.647695723
1990,8,277.7497284185988,282.5466422099848,430374.154860339
1990,9,275.47032291031405,279.0377740743297,196724.4344298412
1990,10,267.41985930147524,264.8971606909242,304811.39036669384
1990,11,262.1153505867005,255.40629083555805,256825.02206057523
1990,12,259.1428535710952,251.63055310847173,100783.28005032947
1991,1,255.78818863624844,248.87843341779305,116635.71908919718
1991,2,256.7957348080146,249.97786640854096,68010.71737520694
1991,3,261.48519694317196,258.29567046633514,160382.20333264486
1991,4,267.5429081105181,265.54279694924344,236453.35686617478
1991,5,271.0872107747111,270.1662036967529,213922.88013857926
1991,6,275.1508203975453,274.8729196966183,503431.789199833
1991,7,278.3985429352123,283.4562933863272,513709.98343796795
1991,8,276.6704908905932,280.869952930099,527069.3586757965
1991,9,274.670711942503,278.07681258126075,245141.92325668357
1991,10,267.16385364052894,262.3165495534356,167866.28486087604
1991,11,262.29659216839445,253.79816769967243,60112.16863324757
1991,12,258.87882715200686,251.6152870946616,165836.63953795214
1992,1,258.3614138853623,251.94094806469738,96345.02752123529
1992,2,258.504942046227,252.30334879381147,132300.783941392
1992,3,258.48617807351116,255.91858908409668,140779.9663140796
1992,4,268.3127565876499,266.5876748371993,354988.1290088352
1992,5,269.60221661302296,269.2296429952204,360599.3537731178
1992,6,273.9336759686308,273.0658090601714,631514.8401318793
1992,7,278.181551842605,280.4772169270742,403086.4191513264
1992,8,276.4658608411818,281.2392972736734,549373.9678576469
1992,9,272.05246900073564,273.72982989204075,300741.01180548954
1992,10,266.7377370757206,260.5862660978751,184022.907741774
1992,11,264.4263914892898,253.9719998049823,57888.4376021352
1992,12,259.5796845011664,252.7628207545948,243150.5676271029
1993,1,255.64179296706612,248.0826988058735,56496.79761292432
1993,2,258.72645028138174,255.1826752153535,198436.2026024747
1993,3,260.8144754865975,258.4659616639596,214879.83720907161
1993,4,266.7358560523259,263.88939734029896,255290.44674360193
1993,5,269.4075965923615,269.2453246568425,405225.9776980159
1993,6,274.76471018034647,273.09246377174736,469718.90256692725
1993,7,277.49160875908666,278.8955166770153,582488.8712614233
1993,8,276.04578419623545,280.91493048100926,535904.7350725324
1993,9,273.90707705813134,276.6514648589199,389116.04693335603
1993,10,265.70723390219365,260.7666326128145,252099.1756006491
1993,11,261.5542730880288,257.9743277125491,275259.80766880827
1993,12,259.2727753930131,250.65086110827139,111630.17893889522
1994,1,256.40886489392176,247.15245440063129,70158.55856527085
1994,2,255.23642643023737,251.08588747198058,82730.541890488
1994,3,262.32416537210855,257.21090794766013,151279.52342965628
1994,4,264.4937464035739,262.5848771674776,419517.53899195755
1994,5,271.959822507524,271.2988888944094,380875.8340563475
1994,6,276.46216573510577,275.1519787381147,354661.54789222067
1994,7,278.7736903070205,283.9025004056071,728107.1484609678
1994,8,278.21860124735355,283.1269772620165,427954.203345433
1994,9,269.62253231447295,268.06329852636605,310741.6405309899
1994,10,267.08968949621004,262.72935415776817,163586.26120878707
1994,11,264.4302584495704,258.6017164616981,284701.9793976993
1994,12,257.07633940304436,250.73019880051123,128116.47900489325
1995,1,255.16545829947694,245.34703852367255,57075.20129275035
1995,2,258.5669159880721,251.33454147482507,64934.08987999688
1995,3,261.79155893289754,257.96589882449763,90695.87141849233
1995,4,265.2161310507159,262.1233018328478,56435.81419843353
1995,5,270.7562065971301,271.2490581901671,438653.4731411309
1995,6,275.74122179543537,275.1392988878802,576035.282191314
1995,7,278.1214407091792,283.2672084327074,575057.9388649008
1995,8,277.87894372211946,282.44631119301056,440710.5920156493
1995,9,273.7666263568563,276.39894885669355,475378.2894890571
1995,10,266.1068223210523,261.14160301326956,323441.45658634626
1995,11,262.9039133519311,252.856451897091,98024.91091476241
1995,12,256.19830786855465,246.41165193000757,60521.66940384618
1996,1,253.13234180669883,245.24445576199395,67512.57810205591
1996,2,257.7674328096634,251.3267519068252,119673.0659649352
1996,3,260.1164098926789,257.1210588521061,182316.85998329255
1996,4,264.58010784130875,263.9019388860382,458297.9699102804
1996,5,269.84207344801393,269.45673377914324,392245.6962409194
1996,6,274.2150764466103,272.9941348673049,439233.45669446496
1996,7,277.9443399709929,281.39264376898933,571445.8380332143
1996,8,276.27320000904456,279.78370218236745,482956.4242721292
1996,9,273.6398243600479,276.2129443412906,436075.98070009326
1996,10,265.90902476809345,261.3811184299894,277077.1493068664
1996,11,259.4062740734771,250.1644382047483,139264.9082218487
1996,12,258.91445312550474,250.49120011812832,130421.17936637941
1997,1,257.60048645175453,250.9883638256732,145713.83988353988
1997,2,255.7787913655277,249.43293830738287,60613.26257173443
1997,3,262.4471043212667,259.6298662096655,154844.38166996973
1997,4,270.88943285722087,269.2705243942684,221673.76780644013
1997,5,271.35969031367455,271.35702171352057,610088.126217458
1997,6,275.927815818356,276.60742178122695,377663.48391734343
1997,7,279.4272535770702,284.42987565012345,327290.45028588694
1997,8,277.5456313490395,281.79533332543497,400577.1791519762
1997,9,274.0535772046465,276.51572685496285,380687.56324457336
1997,10,270.29771356736495,268.9160345827325,116317.658729447
1997,11,259.0924023524123,252.1821362664871,106319.08726235213
1997,12,257.37192112619914,249.65356568387435,99443.6024720894
1998,1,256.25981763958754,248.92178778838223,116878.7412939463
1998,2,259.39068380705163,253.6355216872034,130140.03436960526
1998,3,260.17114056696613,257.0447674829402,183862.94802888154
1998,4,268.15108891440156,264.6791130030483,413440.8162159392
1998,5,270.218033205582,269.64666582332796,463204.91451151454
1998,6,274.9960457264028,273.6689644360627,369705.81508257595
1998,7,278.57447380713336,282.9450004179163,592407.6125799881
1998,8,278.2959119252597,282.87909196358225,554323.3090858822
1998,9,274.2300837689351,274.478801375051,415392.5665792654
1998,10,267.9935545431898,263.3053301359421,264468.78010573186
1998,11,263.6369916061293,256.1195794876767,126473.28095422537
1998,12,260.0020135751908,251.0670006693267,179610.04178858848
1999,1,257.2111505077458,247.18302126546058,66986.14194104158
1999,2,261.60838929527483,255.66674941113368,119436.1977898316
1999,3,259.07510790364427,256.0959094485371,201813.48984386795
1999,4,265.7132389594819,263.4489808330213,362458.93169640284
1999,5,271.5465173756673,269.91719643717,452508.6462634303
1999,6,273.3603601125611,272.68537627919255,510755.2233509826
1999,7,277.5679263727668,279.0284083769913,879654.4701560343
1999,8,278.6616937718131,282.0151332052003,343911.82218547206
1999,9,274.02347532061606,276.10003560592963,504884.7602332615
1999,10,267.8646142879232,263.58824935758844,246874.2148209388
1999,11,261.15815383566076,255.13998075666225,216119.71117375407
1999,12,260.4823080971702,250.56070105052507,128009.54536256127
2000,1,257.0976131950787,248.52250153068687,128633.54978617397
2000,2,255.7763438890021,248.42229498918667,53134.72782382247
2000,3,260.6447785077799,256.45789854821186,136717.42661195953
2000,4,267.9417304342664,264.74771910673434,268858.6200396466
2000,5,272.3707777000182,272.13169725154836,395293.53617672063
2000,6,274.96767652918754,273.3570662034565,519186.69230220147
2000,7,278.1336550539473,282.76982991847166,748632.7127658776
2000,8,277.6958271209766,282.51194546991303,493217.567788094
2000,9,273.10345471672605,275.75516501208506,324004.93511123804
2000,10,264.2395195872297,259.8424819482137,338443.5544884017
2000,11,259.6465009694851,252.9913800864377,103915.45490528333
2000,12,259.1157622213332,251.4859022747032,66932.1468772371
2001,1,255.16991391849135,248.1969871687906,83058.07521156443
2001,2,258.04374192605917,252.87802272411227,102050.47417190178
2001,3,264.1671672601713,258.54655145542074,84050.22411408224
2001,4,266.38134716136267,264.1141806544209,382583.9494413571
2001,5,272.5452217548957,271.20821370332476,295954.16911335854
2001,6,276.04220289840003,274.7931357173996,462631.56450829585
2001,7,277.1591458708345,282.4464291595801,669538.8171812919
2001,8,277.29964424316125,282.1744153506806,811306.4986266507
2001,9,271.0788121744576,271.97143031228893,454446.8061751559
2001,10,266.0885091384124,262.06636522600303,491813.1875151731
2001,11,263.8377131087962,257.067276127662,81867.6091217086
2001,12,257.44002222334956,247.19731795897658,108010.37243489886
2002,1,258.3466245451521,251.30991641101502,117934.67822242503
2002,2,259.4199009245536,253.50378637142052,74560.84277414822
2002,3,263.6309773654158,259.8543104175946,231817.31896617106
2002,4,267.5176427701911,267.0351471046833,457196.8958501036
2002,5,270.22837211193627,270.31739792112023,449373.1198334409
2002,6,274.76106310566075,273.6860836126612,607241.935104666
2002,7,277.0145459597619,278.6900163765145,557055.761630708
2002,8,279.24198851371557,283.7428439221711,553786.8763828248
2002,9,273.2684576110534,275.3445944792202,268301.8857875386
2002,10,268.4203193844498,264.99364426275474,261170.0485479021
2002,11,263.0166243995487,256.50825448361525,128684.62335764228
2002,12,257.046603881616,250.7182801708689,134279.71269541222
2003,1,259.49732661972615,251.21706276739883,110094.66999265853
2003,2,258.16228249293243,252.65053961076035,118734.05825805043
2003,3,260.86912935012293,257.02619839825854,156909.12925671483
2003,4,265.0688002466088,263.2318383486446,330233.96683903463
2003,5,269.5952737246197,269.51910890044473,268387.347422358
2003,6,275.33639862990145,273.38774918458273,377508.17981156276
2003,7,277.02026571878963,281.89280721900906,557758.1227249816
2003,8,277.2607164748228,281.9561587687655,404728.71972712927
2003,9,273.3259523179985,274.39344821476243,367670.0920000616
2003,10,266.93579452001677,262.51518573600066,229699.0983193655
2003,11,261.01265318889995,256.31200923486426,231725.63755338782
2003,12,258.3922687767636,249.0001012938282,68306.11966542766
2004,1,257.3825269461879,250.24658193242345,95160.5186367792
2004,2,258.7195890701106,252.70984974941877,130730.3325406837
2004,3,262.1671380942394,259.61594351604003,239850.4943865637
2004,4,268.55789473898193,265.8772995347602,325560.1173489473
2004,5,270.8249907329908,270.48368885453044,417086.93813102425
2004,6,274.5382600098453,272.75423325051025,328435.6155591872
2004,7,277.73959063306444,279.1328245130608,622541.4671862486
2004,8,277.2462799575724,282.0108102102158,418282.6052928224
2004,9,273.25391194454005,275.6689439288043,247408.81592360095
2004,10,266.8224206171858,263.0911116312514,213476.6588135598
2004,11,263.19759565425755,256.5716913443527,237915.0889081853
2004,12,258.1209585194352,250.5858391083737,167817.99017218163
2005,1,255.84824482745725,250.7296806909943,92146.85811313379
2005,2,256.1601336686813,250.4050603975458,93008.82751074522
2005,3,265.044326847963,260.416607660392,203835.76420810874
2005,4,266.9267057408102,263.36993255864576,231671.0239503512
2005,5,270.49426591833725,271.52572749522545,403944.6667006058
2005,6,276.1203774893882,275.6107751020501,448635.8927118032
2005,7,278.4635495500873,283.50870102252514,515266.30484521965
2005,8,276.5365769767888,281.1445546034328,607415.2924506641
2005,9,274.34786988111046,277.8041216992605,355880.03696131974
2005,10,267.579219175995,264.3318752230819,150293.68880935299
2005,11,260.95814330993437,252.10765401317082,161148.42653988276
2005,12,258.31080547257983,248.35768813295965,64704.73325182504
2006,1,253.94259395192194,247.39984772515677,104503.82433982944
2006,2,260.1769059179845,254.19430571128711,187518.63476463134
2006,3,263.368542649763,258.4984836810211,191066.2188721236
2006,4,267.07933979728165,262.78130085080755,280127.368283599
