Year,Month,Temperature_2m,Skin_Temperature,Total_Precipitation
1984,1,259.3188067966037,256.9600085364448,0.5552829246290841
1984,2,258.8294163885571,255.7796285947164,0.5735613342563239
1984,3,261.5040971332126,257.5041840659248,0.2853103556195715
1984,4,266.6042190639452,263.55372724861934,0.239989530195576
1984,5,269.429267332289,269.5380054685805,0.6637585624604643
1984,6,273.71673785681014,272.50585393796024,0.37581128831572075
1984,7,277.5291208267212,273.4333361943563,0.407504145710907
1984,8,277.52733681996665,274.19420740339496,0.5647345964088648
1984,9,272.90709670932813,271.40938820236033,0.69515179710166
1984,10,271.13676838345003,267.8498012118869,0.47653312898946487
1984,11,267.53703073523513,263.1026333995249,0.35395564397448404
1984,12,262.2369963328044,257.2503134197659,0.3136238536490955
1985,1,255.1889235602485,251.92165586683487,0.43053951174076394
1985,2,262.9735971615639,258.78802330111284,0.45450706803016167
1985,3,262.4792698542277,260.6966753641765,0.3704337494707426
1985,4,267.2949994624347,265.14320003027206,0.3765385979015184
1985,5,271.1331277635363,270.855711110433,0.7304796589238794
1985,6,273.435815679616,272.38723217755904,0.5016294766037204
1985,7,280.37797139485673,274.2768683963352,0.29709277507744286
1985,8,277.89428893195264,273.5608023325602,0.8175010888046178
1985,9,277.8505733314602,273.0248245151564,0.21134422144790393
1985,10,274.11039719051786,268.52922717200386,0.06852696849001744
1985,11,261.9676716026219,259.54193672092487,0.36244430323656396
1985,12,263.41157088809547,256.5937744352553,0.16269275103013928
1986,1,258.42865274217394,256.82737725575765,1.095689141025373
1986,2,257.08948554521726,253.06298157020854,0.21024471273560766
1986,3,264.3602834913466,261.5857515335083,0.25802013545109875
1986,4,266.42022345531944,266.75776838982244,1.154090506621568
1986,5,273.69622959560814,272.36116131676573,0.5155270518727437
1986,6,275.6185867704194,271.9522975614701,0.35037905988472046
1986,7,278.33907040490044,273.7998289532132,0.45721424428371105
1986,8,278.64312131669783,274.40359516143803,0.43257310012280886
1986,9,277.00879213179667,273.238035947427,0.13234677003070633
1986,10,273.06444945865206,269.46874194675024,0.3119386998636918
1986,11,265.76597371594664,261.0419439118484,0.23753647624050211
1986,12,260.8946565204197,256.194754770067,0.800970169509029
1987,1,258.4222119437324,253.50534576839874,0.46911999465405646
1987,2,262.29258697415577,258.51879849845983,0.31150224182970576
1987,3,260.7051452212864,258.15477816263837,0.4712776728694895
1987,4,268.3757414543766,265.38209117144004,0.4743849899326684
1987,5,269.4320637173123,268.5738771226671,0.482518686432302
1987,6,273.3293963903668,272.41485148462755,0.7801309692019887
1987,7,278.45083245171446,274.23795708550347,0.8839974097867008
1987,8,278.3901423348321,274.2803824530708,0.9320015077443767
1987,9,278.4902979752113,273.776444950323,0.3029185799754237
1987,10,272.3239838282268,270.7684926350912,0.5893137758988173
1987,11,266.35094465058427,262.41552624757264,0.5443872436973576
1987,12,264.489727083842,258.7356302897136,0.2370671905183639
1988,1,262.6163551966349,259.861686261495,0.4259892692802998
1988,2,260.4305197397868,256.7240841729301,0.4465318169533422
1988,3,262.2626922607422,261.5676477432251,1.1367675531256818
1988,4,268.89716477229683,267.63028162375264,0.264185215460326
1988,5,272.82975811428497,272.2148274527656,0.37174188485605647
1988,6,274.88234910197644,272.8369343856285,0.5393218997555831
1988,7,279.1725110583835,274.37220022413464,0.7452719845542115
1988,8,279.3337736129761,274.60875386132136,0.48168843349945195
1988,9,275.7586616428419,272.82392418521573,0.3447769271390469
1988,10,272.5562551710341,270.81977636549215,0.8418463584103643
1988,11,265.36585840685615,259.2906346814386,0.241036718459903
1988,12,263.09300284915497,259.30390249888103,0.6491995496906143
1989,1,262.74566425747344,252.50694217681885,0.06742619753202626
1989,2,264.61585207338686,257.787936128216,0.3974999831265209
1989,3,266.8596511628893,262.63536781734894,0.35935677379601055
1989,4,267.19994933029704,267.0656160595774,0.9548498123743024
1989,5,272.46368081834584,270.6131864335802,0.19904996734193464
1989,6,274.32782173156744,272.0919885306523,0.3198293190891411
1989,7,279.07323343488906,274.62029274834526,0.4781666566632303
1989,8,278.3609984291924,274.23071950276693,0.46240547211465644
1989,9,275.51075946325545,273.26247042074976,0.25857950783039074
1989,10,271.3177027172512,266.4389345380995,0.33503233286486755
1989,11,264.61274304883233,259.2684139164015,0.2958962066914437
1989,12,263.4046297073365,254.675072394477,0.3221027329431442
1990,1,260.83112542894156,250.9667070812649,0.12966484488384666
1990,2,265.00140093579705,259.67320663546343,0.8812197558869471
1990,3,266.3423379050361,261.53940722147627,0.2891524774142811
1990,4,266.5349611742743,265.6340132088497,0.3996004738928979
1990,5,272.7364647335477,271.5073073916965,0.2841510239799997
1990,6,275.5076945293909,272.96920337896233,0.5955275131807661
1990,7,279.56998127831355,274.26767251756456,0.301317439557643
1990,8,279.66011125776504,274.21936363644073,0.2739921026971842
1990,9,274.88637097676593,272.3024949040906,0.31530707985902173
1990,10,273.4727665371365,271.0851200739543,0.4656395338453645
1990,11,263.8951054496327,260.9380082316782,0.629513672120629
1990,12,258.60080621507433,254.14511807759604,0.3662817768039166
1991,1,261.3299108717177,255.22804959615073,0.3251647279507146
1991,2,258.85546458209006,252.9693439860403,0.16624172725713673
1991,3,267.73214914533827,265.41845315297445,0.5634241336117736
1991,4,265.72449214979156,263.3275087290797,0.2982009885727933
1991,5,268.82710208892826,267.9635614607069,0.3747167731816824
1991,6,273.96015279046424,272.66460510780075,0.6978038854168865
1991,7,279.9694380442302,274.2166067335341,0.39444896679835045
1991,8,280.63456202612986,274.66350152757434,0.20225515329204571
1991,9,277.8364376638128,273.58685052805936,0.42774392220673296
1991,10,270.2473097483317,267.1302951812744,0.30875240155804684
1991,11,264.11929871570106,260.2269856463904,0.3286142254001093
1991,12,260.8953864627415,252.3666027492947,0.7258044175873675
1992,1,261.39675937228736,252.35028913286,0.07284222025828146
1992,2,262.36478667032156,256.28415684472947,0.4328298059443988
1992,3,265.35116375817194,262.2522794935439,0.6013894755558697
1992,4,267.9469798296348,266.3476141567888,0.44754570857223963
1992,5,273.48497066497805,271.8554662916396,0.2994191749174126
1992,6,275.4290503578625,273.35484592393897,0.5770556930475974
1992,7,279.497082095676,274.84743067423506,0.4979741501818674
1992,8,281.16769373151993,274.9487845738729,0.4411791727056853
1992,9,275.542066026008,272.6008307796786,0.5141334732517799
1992,10,268.9001147164239,268.2374965243869,0.6823498964105573
1992,11,267.06344038864665,263.8368901658332,0.7460508048810337
1992,12,262.64910327063666,257.06499966515435,0.3493396415935208
1993,1,262.8677480061849,256.1735888375176,0.29776983203158874
1993,2,261.32830384336876,253.2383197972804,0.21474282316438018
1993,3,263.84858294592965,259.67231284247504,0.19026147891620573
1993,4,268.2191778818766,267.04624568456893,0.5661961072259512
1993,5,272.8120761235555,271.93118629455563,0.2743487542929139
1993,6,276.8613172947675,273.41429695041705,0.5380755954031393
1993,7,277.1603224860297,273.8918242984348,0.711016323374686
1993,8,279.42617859310576,274.4378704706828,0.4232493730473308
1993,9,273.722971707925,272.4654948574373,0.9369674468095832
1993,10,269.77276119656034,268.34554553561736,1.0239939061271548
1993,11,263.6930855498917,259.44406726442537,0.1847467702067982
1993,12,261.790460035536,259.0395886103312,0.7060721069224059
1994,1,261.7274493111505,258.52787022060824,0.8511867153894213
